SaleID	Date	StoreID	CustomerID	EmployeeID	ProductID	Quantity	Discount	SalesAmount	Profit
SA02585	12/04/2026	S02	C0165	E055	P062	4	5	3643.02	1651.02
SA02586	12/08/2025	S05	C0175	E092	P025	1	5	327.54	54.54
SA02587	6/06/2026	S09	C0094	E112	P094	1	15	448.49	115.49
SA02588	13/05/2026	S11	C0249	E109	P020	5	0	480.05	165.05
SA02589	4/08/2025	S09	C0136	E075	P033	5	5	1965.93	400.93
SA02590	5/09/2025	S05	C0003	E136	P075	1	0	142.27	39.27
SA02591	17/12/2025	S05	C0122	E123	P011	4	5	302.52	38.52
SA02592	20/05/2025	S07	C0024	E055	P070	5	20	3359.4	1214.4
SA02593	8/05/2025	S01	C0053	E095	P059	2	10	887.67	215.67
SA02594	18/02/2025	S09	C0189	E145	P097	4	0	760.28	160.28
SA02595	24/10/2025	S05	C0094	E005	P037	5	0	4554.5	2164.5
SA02596	19/06/2025	S07	C0216	E147	P049	4	10	1643.4	291.4
SA02597	13/04/2026	S02	C0268	E076	P008	4	10	143.28	11.28
SA02598	10/01/2026	S10	C0197	E146	P027	2	20	860.5	54.5
SA02599	5/12/2025	S10	C0053	E076	P047	2	5	762.07	280.07
SA02600	14/11/2025	S10	C0100	E045	P019	1	20	504.05	136.05
SA02601	9/07/2025	S04	C0151	E037	P001	2	0	447.7	159.7
SA02602	26/02/2025	S07	C0012	E143	P018	4	15	1569.03	373.03
SA02603	12/02/2026	S11	C0061	E118	P015	4	5	236.44	72.44
SA02604	29/03/2026	S03	C0111	E080	P060	4	0	349.04	137.04
SA02605	17/06/2026	S10	C0113	E084	P032	5	5	527.16	132.16
SA02606	7/09/2025	S09	C0071	E144	P018	5	10	2076.66	581.66
SA02607	4/01/2025	S06	C0209	E031	P075	1	10	128.04	25.04
SA02608	21/03/2026	S06	C0016	E141	P032	2	20	177.57	19.57
SA02609	3/01/2026	S09	C0076	E112	P066	2	15	454.16	44.16
SA02610	27/01/2026	S10	C0194	E089	P012	3	0	904.89	229.89
SA02611	10/08/2025	S01	C0247	E110	P028	4	0	1699.24	383.24
SA02612	14/07/2025	S09	C0161	E147	P085	1	5	372.14	140.14
SA02613	15/09/2025	S04	C0137	E103	P012	3	0	904.89	229.89
SA02614	4/09/2025	S10	C0160	E131	P083	5	5	2753.81	883.81
SA02615	31/01/2025	S03	C0245	E058	P025	3	0	1034.34	215.34
SA02616	11/06/2026	S07	C0201	E100	P037	1	0	910.9	432.9
SA02617	30/04/2025	S07	C0258	E052	P036	1	0	655.45	261.45
SA02618	17/07/2025	S10	C0172	E007	P030	1	0	327.87	143.87
SA02619	20/01/2026	S09	C0029	E072	P090	1	0	437.55	196.55
SA02620	16/03/2025	S06	C0028	E117	P006	1	10	370.68	116.68
SA02621	19/06/2026	S04	C0227	E106	P050	4	5	1508.87	516.87
SA02622	13/01/2026	S04	C0144	E070	P003	2	0	395.26	107.26
SA02623	28/03/2026	S08	C0145	E101	P066	1	15	227.08	22.08
SA02624	5/04/2026	S03	C0207	E106	P065	2	0	1724.84	724.84
SA02625	21/05/2025	S06	C0010	E143	P068	2	20	540.5	146.5
SA02626	1/05/2026	S07	C0025	E042	P049	1	15	388.02	50.02
SA02627	10/03/2025	S05	C0012	E102	P005	5	20	1045.56	295.56
SA02628	27/09/2025	S02	C0100	E051	P089	5	20	2756.44	996.44
SA02629	26/08/2025	S02	C0068	E081	P032	2	15	188.67	30.67
SA02630	27/07/2025	S06	C0206	E028	P046	3	5	1523.07	566.07
SA02631	23/03/2025	S08	C0006	E053	P069	4	20	1754.37	70.37
SA02632	22/03/2025	S10	C0084	E001	P041	2	0	787.76	325.76
SA02633	13/08/2025	S07	C0122	E132	P045	4	0	301.96	125.96
SA02634	24/04/2026	S08	C0280	E147	P062	3	5	2732.27	1238.27
SA02635	5/05/2025	S04	C0112	E115	P068	3	15	861.42	270.42
SA02636	31/10/2025	S05	C0136	E013	P011	1	20	63.69	-2.31
SA02637	27/11/2025	S01	C0073	E102	P083	2	20	927.6	179.6
SA02638	14/02/2025	S02	C0221	E071	P047	3	20	962.62	239.62
SA02639	31/08/2025	S08	C0105	E065	P012	3	0	904.89	229.89
SA02640	27/04/2026	S09	C0056	E037	P069	1	15	466	45
SA02641	10/06/2026	S03	C0096	E020	P023	4	15	263.4	63.4
SA02642	5/04/2025	S08	C0275	E047	P097	1	5	180.57	30.57
SA02643	25/09/2025	S09	C0215	E044	P099	1	5	141.73	61.73
SA02644	15/12/2025	S08	C0225	E060	P010	5	20	2224.6	244.6
SA02645	6/09/2025	S02	C0264	E046	P043	4	5	231.15	63.15
SA02646	23/02/2026	S01	C0174	E059	P044	5	10	134.5	14.5
SA02647	24/01/2025	S08	C0279	E110	P044	5	15	127.03	7.03
SA02648	10/04/2026	S08	C0032	E104	P082	4	0	2712.88	1116.88
SA02649	19/02/2026	S09	C0076	E004	P100	4	5	3583.36	1627.36
SA02650	21/01/2026	S09	C0074	E022	P071	3	0	2295.51	879.51
SA02651	18/08/2025	S11	C0179	E084	P087	2	5	349.3	95.3
SA02652	7/02/2026	S11	C0188	E004	P061	2	0	420.48	120.48
SA02653	4/04/2026	S02	C0136	E104	P063	3	20	531.38	6.38
SA02654	16/03/2025	S09	C0090	E019	P074	5	5	3198.32	743.32
SA02655	2/12/2025	S10	C0204	E117	P061	5	5	998.64	248.64
SA02656	2/10/2025	S04	C0221	E139	P075	5	0	711.35	196.35
SA02657	17/01/2025	S03	C0065	E010	P091	3	20	1019.9	233.9
SA02658	24/08/2025	S11	C0278	E111	P006	3	0	1235.61	473.61
SA02659	4/06/2026	S05	C0067	E077	P033	5	10	1862.46	297.46
SA02660	9/06/2026	S09	C0034	E022	P017	5	10	2703.82	323.82
SA02661	8/04/2026	S11	C0280	E130	P061	3	10	567.65	117.65
SA02662	28/03/2026	S02	C0183	E046	P086	4	0	2532.04	908.04
SA02663	16/02/2026	S08	C0200	E123	P008	2	20	63.68	-2.32
SA02664	11/07/2025	S01	C0232	E071	P098	2	20	359.3	71.3
SA02665	7/03/2025	S11	C0237	E127	P007	4	0	154.16	42.16
SA02666	20/05/2026	S07	C0278	E039	P044	5	20	119.56	-0.44
SA02667	23/03/2026	S09	C0255	E040	P065	5	20	3449.68	949.68
SA02668	13/06/2026	S10	C0101	E127	P061	2	10	378.43	78.43
SA02669	22/11/2025	S11	C0269	E001	P067	1	20	491.9	6.9
SA02670	1/09/2025	S06	C0027	E069	P012	4	5	1146.19	246.19
SA02671	4/02/2026	S07	C0170	E117	P017	1	10	540.76	64.76
SA02672	1/02/2025	S11	C0064	E043	P015	5	0	311.1	106.1
SA02673	30/06/2025	S06	C0192	E069	P048	3	20	1369.9	-19.1
SA02674	21/06/2026	S07	C0236	E101	P013	3	5	1391.74	560.74
SA02675	28/12/2025	S10	C0151	E048	P014	2	5	1032.08	450.08
SA02676	3/10/2025	S07	C0114	E050	P080	2	5	229.52	85.52
SA02677	16/04/2025	S06	C0208	E043	P040	5	20	509	99
SA02678	2/12/2025	S03	C0273	E087	P091	3	0	1274.88	488.88
SA02679	18/12/2025	S07	C0086	E148	P010	4	5	2113.37	529.37
SA02680	15/08/2025	S04	C0176	E136	P079	2	15	572.05	218.05
SA02681	15/04/2025	S04	C0259	E028	P098	5	10	1010.52	290.52
SA02682	14/01/2026	S06	C0014	E126	P056	5	15	1603.1	628.1
SA02683	31/01/2026	S09	C0167	E005	P073	5	10	93.87	23.87
SA02684	15/05/2026	S11	C0148	E067	P020	5	10	432.04	117.04
SA02685	18/07/2025	S05	C0062	E132	P081	2	0	236.66	60.66
SA02686	26/04/2025	S08	C0248	E043	P037	5	0	4554.5	2164.5
SA02687	19/06/2026	S06	C0121	E069	P059	1	5	468.49	132.49
SA02688	8/01/2026	S04	C0202	E079	P008	1	0	39.8	6.8
SA02689	28/10/2025	S08	C0056	E084	P037	1	10	819.81	341.81
SA02690	20/04/2025	S04	C0089	E094	P011	3	5	226.89	28.89
SA02691	6/03/2026	S08	C0269	E025	P007	5	5	183.06	43.06
SA02692	4/04/2026	S06	C0024	E005	P095	2	15	953.46	377.46
SA02693	3/06/2025	S11	C0056	E073	P078	5	10	3334.05	1049.05
SA02694	29/12/2025	S03	C0234	E099	P053	1	0	114.51	21.51
SA02695	5/05/2025	S10	C0269	E122	P042	5	20	1528.8	-6.2
SA02696	15/05/2025	S08	C0004	E070	P082	5	0	3391.1	1396.1
SA02697	29/08/2025	S09	C0270	E143	P044	3	5	85.19	13.19
SA02698	16/06/2025	S03	C0170	E143	P091	3	15	1083.65	297.65
SA02699	1/03/2025	S06	C0260	E107	P046	4	15	1816.99	540.99
SA02700	29/03/2026	S05	C0153	E043	P095	4	20	1794.75	642.75
SA02701	12/12/2025	S09	C0173	E072	P022	2	15	761.18	281.18
SA02702	9/03/2026	S06	C0163	E074	P053	5	10	515.3	50.3
SA02703	12/05/2025	S05	C0061	E022	P097	2	20	304.11	4.11
SA02704	27/01/2025	S03	C0004	E011	P085	4	10	1410.23	482.23
SA02705	11/11/2025	S06	C0118	E060	P068	1	5	320.92	123.92
SA02706	15/05/2025	S11	C0060	E084	P036	1	5	622.68	228.68
SA02707	2/08/2025	S01	C0166	E088	P010	3	0	1668.45	480.45
SA02708	19/06/2026	S04	C0218	E143	P100	4	0	3771.96	1815.96
SA02709	18/10/2025	S05	C0146	E134	P033	2	0	827.76	201.76
SA02710	28/01/2026	S07	C0252	E037	P030	5	20	1311.48	391.48
SA02711	10/03/2026	S08	C0226	E075	P089	4	5	2618.62	1210.62
SA02712	7/01/2025	S03	C0188	E132	P053	4	5	435.14	63.14
SA02713	22/10/2025	S04	C0036	E135	P055	2	10	826.36	282.36
SA02714	19/04/2025	S03	C0098	E017	P005	2	5	496.64	196.64
SA02715	27/05/2025	S11	C0004	E079	P049	2	5	867.35	191.35
SA02716	2/03/2025	S07	C0005	E024	P043	5	0	304.15	94.15
SA02717	2/03/2026	S05	C0251	E041	P064	5	5	707.13	322.13
SA02718	20/04/2026	S06	C0013	E137	P046	2	20	855.06	217.06
SA02719	18/02/2026	S09	C0045	E117	P058	2	15	656.59	34.59
SA02720	25/12/2025	S08	C0238	E083	P051	2	5	572.77	102.77
SA02721	30/09/2025	S08	C0070	E098	P081	3	10	319.49	55.49
SA02722	3/02/2025	S06	C0073	E024	P016	2	20	64.43	12.43
SA02723	27/01/2026	S11	C0124	E027	P060	5	15	370.86	105.86
SA02724	6/07/2025	S08	C0062	E121	P099	4	0	596.76	276.76
SA02725	14/04/2026	S11	C0111	E051	P009	2	0	1338.86	360.86
SA02726	10/07/2025	S01	C0167	E047	P077	4	5	1822.52	766.52
SA02727	8/08/2025	S07	C0088	E026	P051	2	5	572.77	102.77
SA02728	19/03/2025	S11	C0156	E061	P051	4	10	1085.26	145.26
SA02729	28/05/2025	S04	C0086	E084	P084	5	20	1330.2	375.2
SA02730	28/07/2025	S06	C0158	E069	P018	3	5	1315.22	418.22
SA02731	16/05/2026	S11	C0238	E127	P019	4	0	2520.24	1048.24
SA02732	7/02/2026	S05	C0127	E006	P035	2	5	767.2	253.2
SA02733	25/09/2025	S05	C0256	E030	P075	5	10	640.22	125.22
SA02734	26/03/2026	S01	C0096	E147	P020	2	15	163.22	37.22
SA02735	13/03/2025	S03	C0029	E085	P041	2	15	669.6	207.6
SA02736	25/04/2026	S09	C0255	E029	P001	2	20	358.16	70.16
SA02737	1/12/2025	S03	C0266	E063	P087	2	15	312.53	58.53
SA02738	29/01/2025	S11	C0051	E035	P044	2	5	56.79	8.79
SA02739	25/02/2025	S09	C0097	E045	P010	3	15	1418.18	230.18
SA02740	29/09/2025	S09	C0251	E120	P019	1	0	630.06	262.06
SA02741	3/06/2026	S10	C0225	E090	P025	5	20	1379.12	14.12
SA02742	11/06/2026	S06	C0095	E061	P068	2	10	608.06	214.06
SA02743	4/03/2025	S01	C0104	E005	P021	5	15	719.86	259.86
SA02744	30/08/2025	S07	C0042	E147	P080	3	10	326.16	110.16
SA02745	23/04/2025	S08	C0035	E089	P099	5	10	671.36	271.36
SA02746	6/04/2025	S01	C0077	E148	P046	2	5	1015.38	377.38
SA02747	23/12/2025	S11	C0013	E024	P017	2	20	961.36	9.36
SA02748	5/05/2026	S05	C0262	E050	P039	3	5	2518.32	1177.32
SA02749	21/07/2025	S01	C0213	E121	P003	1	20	158.1	14.1
SA02750	27/05/2026	S02	C0059	E038	P041	1	5	374.19	143.19
SA02751	4/06/2025	S03	C0060	E054	P025	4	0	1379.12	287.12
SA02752	17/04/2026	S07	C0239	E036	P023	2	0	154.94	54.94
SA02753	2/04/2025	S02	C0058	E098	P098	1	0	224.56	80.56
SA02754	13/05/2025	S03	C0022	E031	P026	4	0	2272.16	728.16
SA02755	3/04/2026	S03	C0176	E136	P003	5	0	988.15	268.15
SA02756	22/07/2025	S10	C0110	E010	P093	4	5	541.04	241.04
SA02757	17/07/2025	S07	C0195	E087	P046	3	20	1282.58	325.58
SA02758	14/01/2025	S11	C0092	E117	P041	2	20	630.21	168.21
SA02759	17/04/2025	S03	C0145	E046	P087	3	20	441.22	60.22
SA02760	19/10/2025	S01	C0203	E135	P067	1	0	614.87	129.87
SA02761	9/01/2025	S10	C0168	E035	P075	2	10	256.09	50.09
SA02762	21/10/2025	S07	C0066	E005	P014	2	20	869.12	287.12
SA02763	11/01/2026	S06	C0195	E017	P050	5	5	1886.08	646.08
SA02764	20/12/2025	S03	C0255	E005	P099	1	5	141.73	61.73
SA02765	10/04/2026	S02	C0073	E071	P052	1	5	445.51	75.51
SA02766	3/01/2026	S09	C0168	E139	P022	2	15	761.18	281.18
SA02767	11/11/2025	S03	C0109	E007	P082	3	15	1729.46	532.46
SA02768	9/06/2025	S01	C0073	E124	P041	3	0	1181.64	488.64
SA02769	7/05/2025	S06	C0083	E123	P084	1	15	282.67	91.67
SA02770	22/05/2026	S05	C0031	E043	P084	2	20	532.08	150.08
SA02771	4/03/2025	S08	C0044	E111	P054	5	20	1825.4	680.4
SA02772	23/01/2025	S07	C0117	E034	P065	4	20	2759.74	759.74
SA02773	20/04/2025	S06	C0164	E067	P038	2	10	1181.59	521.59
SA02774	16/08/2025	S05	C0017	E064	P070	2	0	1679.7	821.7
SA02775	18/01/2025	S10	C0186	E104	P048	1	0	570.79	107.79
SA02776	8/04/2026	S06	C0217	E079	P063	4	20	708.51	8.51
SA02777	15/01/2026	S08	C0179	E096	P048	5	0	2853.95	538.95
SA02778	26/06/2025	S04	C0129	E123	P036	3	15	1671.4	489.4
SA02779	15/09/2025	S08	C0223	E001	P069	1	5	520.83	99.83
SA02780	2/03/2025	S02	C0264	E032	P036	1	0	655.45	261.45
SA02781	28/01/2025	S07	C0118	E026	P097	1	5	180.57	30.57
SA02782	10/10/2025	S02	C0251	E042	P016	4	15	136.92	32.92
SA02783	13/02/2025	S09	C0007	E133	P073	4	20	66.75	10.75
SA02784	4/04/2026	S02	C0076	E008	P003	1	10	177.87	33.87
SA02785	4/03/2025	S08	C0044	E051	P054	1	10	410.72	181.72
SA02786	23/02/2026	S08	C0053	E064	P033	5	0	2069.4	504.4
SA02787	23/08/2025	S06	C0041	E013	P063	1	15	188.2	13.2
SA02788	10/10/2025	S08	C0154	E052	P043	3	10	164.24	38.24
SA02789	27/04/2025	S04	C0013	E005	P054	4	5	1734.13	818.13
SA02790	6/07/2025	S06	C0273	E136	P062	5	15	4074.43	1584.43
SA02791	13/03/2026	S07	C0130	E128	P061	3	15	536.11	86.11
SA02792	4/05/2025	S09	C0003	E086	P005	1	5	248.32	98.32
SA02793	17/02/2026	S03	C0226	E066	P002	2	5	810.29	304.29
SA02794	24/03/2026	S03	C0041	E091	P066	4	15	908.31	88.31
SA02795	22/06/2026	S04	C0071	E122	P030	5	0	1639.35	719.35
SA02796	28/02/2025	S05	C0207	E107	P016	1	0	40.27	14.27
SA02797	15/11/2025	S06	C0013	E018	P042	4	0	1528.8	300.8
SA02798	3/04/2026	S10	C0249	E120	P034	1	0	57.69	14.69
SA02799	8/02/2025	S01	C0135	E150	P063	1	10	199.27	24.27
SA02800	11/03/2025	S10	C0139	E147	P046	2	20	855.06	217.06
SA02801	13/09/2025	S11	C0034	E082	P045	1	10	67.94	23.94
SA02802	19/09/2025	S10	C0257	E010	P008	2	0	79.6	13.6
SA02803	24/05/2026	S07	C0271	E127	P072	5	10	2409.66	669.66
SA02804	23/07/2025	S08	C0225	E031	P080	2	0	241.6	97.6
SA02805	27/10/2025	S02	C0211	E098	P011	4	15	270.67	6.67
SA02806	10/08/2025	S08	C0147	E013	P100	1	5	895.84	406.84
SA02807	30/09/2025	S04	C0120	E045	P076	4	15	360.37	24.37
SA02808	7/07/2025	S04	C0264	E075	P006	3	15	1050.27	288.27
SA02809	27/04/2025	S10	C0229	E004	P077	5	20	1918.44	598.44
SA02810	19/06/2025	S07	C0072	E007	P036	1	10	589.91	195.91
SA02811	22/02/2025	S09	C0236	E139	P091	2	15	722.43	198.43
SA02812	2/04/2025	S07	C0029	E041	P071	2	0	1530.34	586.34
SA02813	8/04/2025	S09	C0043	E061	P018	1	10	415.33	116.33
SA02814	10/06/2026	S10	C0259	E150	P088	3	20	2093.76	692.76
SA02815	25/04/2025	S02	C0228	E006	P012	4	5	1146.19	246.19
SA02816	24/10/2025	S11	C0261	E008	P072	5	20	2141.92	401.92
SA02817	13/02/2026	S05	C0156	E137	P025	1	20	275.82	2.82
SA02818	4/05/2025	S08	C0183	E134	P033	2	5	786.37	160.37
SA02819	27/03/2026	S09	C0192	E113	P051	5	5	1431.94	256.94
SA02820	26/06/2025	S01	C0014	E067	P007	1	20	30.83	2.83
SA02821	5/03/2026	S08	C0164	E122	P036	5	0	3277.25	1307.25
SA02822	13/07/2025	S07	C0044	E077	P049	1	5	433.67	95.67
SA02823	4/04/2025	S11	C0044	E041	P046	5	15	2271.24	676.24
SA02824	4/10/2025	S03	C0217	E144	P079	5	15	1430.12	545.12
SA02825	20/04/2026	S07	C0245	E013	P091	5	5	2018.56	708.56
SA02826	30/12/2025	S04	C0061	E067	P034	3	0	173.07	44.07
SA02827	10/03/2026	S02	C0182	E110	P084	1	20	266.04	75.04
SA02828	12/09/2025	S03	C0250	E073	P039	1	15	751.08	304.08
SA02829	18/08/2025	S06	C0194	E091	P048	5	20	2283.16	-31.84
SA02830	12/02/2026	S03	C0150	E012	P077	1	15	407.67	143.67
SA02831	17/10/2025	S10	C0193	E099	P061	5	15	893.52	143.52
SA02832	29/09/2025	S10	C0220	E007	P023	5	5	367.98	117.98
SA02833	8/06/2026	S05	C0078	E017	P034	3	15	147.11	18.11
SA02834	6/06/2025	S09	C0174	E027	P090	4	0	1750.2	786.2
SA02835	13/06/2025	S06	C0125	E105	P024	4	5	759.09	243.09
SA02836	9/05/2025	S01	C0258	E147	P004	3	20	223.2	34.2
SA02837	14/02/2026	S09	C0257	E059	P061	2	10	378.43	78.43
SA02838	23/03/2026	S03	C0133	E102	P008	5	0	199	34
SA02839	24/06/2026	S08	C0035	E109	P034	4	5	219.22	47.22
SA02840	6/03/2025	S02	C0154	E019	P013	1	20	390.66	113.66
SA02841	12/09/2025	S06	C0084	E053	P078	2	0	1481.8	567.8
SA02842	27/08/2025	S04	C0244	E105	P018	4	0	1845.92	649.92
SA02843	11/07/2025	S04	C0023	E066	P037	1	10	819.81	341.81
SA02844	8/06/2026	S02	C0206	E086	P092	3	20	1380.43	111.43
SA02845	4/01/2026	S05	C0155	E127	P036	1	5	622.68	228.68
SA02846	8/05/2025	S10	C0050	E110	P074	2	10	1211.99	229.99
SA02847	17/07/2025	S05	C0141	E008	P072	3	0	1606.44	562.44
SA02848	16/02/2026	S02	C0241	E124	P002	5	15	1812.5	547.5
SA02849	10/05/2025	S05	C0276	E147	P067	1	20	491.9	6.9
SA02850	3/01/2025	S07	C0237	E142	P024	5	0	998.8	353.8
SA02851	6/10/2025	S02	C0227	E070	P089	2	0	1378.22	674.22
SA02852	18/04/2025	S04	C0168	E048	P076	4	20	339.17	3.17
SA02853	29/09/2025	S09	C0217	E138	P086	4	15	2152.23	528.23
SA02854	10/02/2026	S10	C0226	E080	P081	5	5	562.07	122.07
SA02855	16/11/2025	S02	C0168	E088	P051	5	15	1281.2	106.2
SA02856	18/11/2025	S11	C0026	E029	P065	5	10	3880.89	1380.89
SA02857	19/05/2025	S10	C0093	E015	P054	1	20	365.08	136.08
SA02858	10/09/2025	S07	C0023	E090	P048	4	10	2054.84	202.84
SA02859	1/05/2026	S02	C0217	E016	P071	1	0	765.17	293.17
SA02860	9/02/2026	S04	C0216	E081	P037	2	20	1457.44	501.44
SA02861	9/05/2025	S02	C0264	E149	P023	2	15	131.7	31.7
SA02862	17/01/2026	S10	C0029	E098	P004	3	10	251.1	62.1
SA02863	20/02/2025	S01	C0155	E035	P018	4	0	1845.92	649.92
SA02864	14/09/2025	S03	C0025	E076	P035	3	20	969.1	198.1
SA02865	8/10/2025	S09	C0223	E111	P062	4	15	3259.55	1267.55
SA02866	21/02/2025	S06	C0224	E068	P077	4	15	1630.67	574.67
SA02867	15/11/2025	S06	C0217	E094	P100	2	0	1885.98	907.98
SA02868	15/12/2025	S09	C0015	E147	P089	4	15	2342.97	934.97
SA02869	23/11/2025	S04	C0099	E130	P014	4	10	1955.52	791.52
SA02870	12/03/2026	S03	C0125	E095	P014	5	0	2716	1261
SA02871	26/01/2026	S03	C0095	E108	P022	3	15	1141.76	421.76
SA02872	25/02/2025	S02	C0204	E086	P038	3	10	1772.39	782.39
SA02873	22/12/2025	S04	C0028	E003	P052	5	20	1875.84	25.84
SA02874	11/07/2025	S02	C0090	E039	P030	4	5	1245.91	509.91
SA02875	8/04/2026	S07	C0245	E122	P077	3	5	1366.89	574.89
SA02876	18/05/2025	S06	C0035	E100	P046	3	15	1362.75	405.75
SA02877	22/03/2025	S03	C0144	E026	P017	1	0	600.85	124.85
SA02878	31/05/2026	S05	C0274	E133	P094	1	10	474.87	141.87
SA02879	7/01/2025	S09	C0008	E028	P042	4	0	1528.8	300.8
SA02880	13/06/2026	S07	C0247	E127	P012	4	20	965.22	65.22
SA02881	20/07/2025	S02	C0089	E148	P064	5	5	707.13	322.13
SA02882	31/03/2026	S01	C0140	E115	P013	5	10	2197.48	812.48
SA02883	27/09/2025	S03	C0218	E020	P011	2	15	135.34	3.34
SA02884	18/06/2025	S01	C0105	E136	P045	2	0	150.98	62.98
SA02885	6/05/2026	S06	C0117	E111	P035	3	5	1150.8	379.8
SA02886	31/01/2026	S09	C0025	E119	P038	3	20	1575.46	585.46
SA02887	22/06/2025	S06	C0136	E132	P008	5	10	179.1	14.1
SA02888	11/05/2025	S02	C0120	E129	P050	2	10	714.73	218.73
SA02889	6/01/2026	S05	C0025	E009	P028	3	10	1146.99	159.99
SA02890	9/11/2025	S11	C0189	E074	P090	4	10	1575.18	611.18
SA02891	30/05/2025	S04	C0040	E029	P018	4	10	1661.33	465.33
SA02892	7/06/2025	S08	C0147	E138	P039	2	5	1678.88	784.88
SA02893	28/03/2025	S08	C0225	E102	P091	5	15	1806.08	496.08
SA02894	28/10/2025	S11	C0086	E126	P058	2	5	733.84	111.84
SA02895	16/07/2025	S09	C0276	E098	P053	2	0	229.02	43.02
SA02896	2/05/2026	S06	C0007	E139	P024	2	0	399.52	141.52
SA02897	1/02/2026	S04	C0022	E066	P053	1	0	114.51	21.51
SA02898	3/02/2025	S07	C0118	E084	P074	3	5	1918.99	445.99
SA02899	29/05/2025	S05	C0118	E085	P021	5	20	677.52	217.52
SA02900	13/01/2025	S01	C0054	E132	P061	2	10	378.43	78.43
SA02901	28/03/2026	S08	C0259	E074	P014	1	15	461.72	170.72
SA02902	12/03/2026	S06	C0089	E072	P015	5	0	311.1	106.1
SA02903	4/01/2026	S05	C0135	E110	P079	3	10	908.55	377.55
SA02904	4/08/2025	S09	C0186	E017	P075	1	20	113.82	10.82
SA02905	11/08/2025	S08	C0055	E004	P014	4	20	1738.24	574.24
SA02906	7/05/2025	S03	C0275	E117	P093	3	5	405.78	180.78
SA02907	19/09/2025	S09	C0198	E146	P090	5	20	1750.2	545.2
SA02908	25/06/2026	S09	C0080	E016	P084	5	15	1413.34	458.34
SA02909	8/05/2026	S10	C0069	E123	P006	3	10	1112.05	350.05
SA02910	6/04/2026	S11	C0071	E065	P098	1	10	202.1	58.1
SA02911	7/02/2025	S02	C0277	E098	P076	4	5	402.76	66.76
SA02912	2/10/2025	S03	C0105	E143	P091	3	5	1211.14	425.14
SA02913	6/04/2026	S03	C0267	E061	P075	2	20	227.63	21.63
SA02914	16/04/2025	S03	C0058	E141	P098	2	20	359.3	71.3
SA02915	6/02/2026	S03	C0108	E045	P038	4	0	2625.76	1305.76
SA02916	20/02/2025	S10	C0109	E043	P001	5	20	895.4	175.4
SA02917	15/02/2025	S02	C0008	E048	P099	2	0	298.38	138.38
SA02918	3/01/2025	S01	C0033	E134	P035	2	5	767.2	253.2
SA02919	21/03/2026	S07	C0059	E012	P042	4	15	1299.48	71.48
SA02920	8/05/2026	S07	C0063	E003	P050	1	20	317.66	69.66
SA02921	30/10/2025	S04	C0191	E099	P018	5	0	2307.4	812.4
SA02922	5/03/2025	S04	C0149	E082	P070	1	10	755.86	326.86
SA02923	7/06/2026	S01	C0248	E071	P005	2	0	522.78	222.78
SA02924	22/05/2025	S04	C0162	E080	P079	4	20	1076.8	368.8
SA02925	20/11/2025	S11	C0051	E009	P082	4	20	2170.3	574.3
SA02926	18/01/2025	S08	C0207	E047	P028	1	5	403.57	74.57
SA02927	13/10/2025	S06	C0195	E113	P013	1	10	439.5	162.5
SA02928	21/01/2025	S01	C0224	E111	P007	1	10	34.69	6.69
SA02929	3/10/2025	S02	C0038	E004	P060	4	15	296.68	84.68
SA02930	3/11/2025	S02	C0047	E058	P082	4	10	2441.59	845.59
SA02931	3/04/2026	S09	C0166	E026	P035	3	0	1211.37	440.37
SA02932	3/10/2025	S10	C0241	E011	P014	4	20	1738.24	574.24
SA02933	16/01/2025	S06	C0100	E111	P031	5	20	2225.04	115.04
SA02934	27/07/2025	S05	C0073	E097	P053	4	20	366.43	-5.57
SA02935	19/02/2026	S03	C0199	E118	P027	5	20	2151.24	136.24
SA02936	28/08/2025	S09	C0222	E143	P066	1	20	213.72	8.72
SA02937	2/05/2025	S08	C0271	E125	P027	5	20	2151.24	136.24
SA02938	8/01/2026	S01	C0190	E110	P009	5	0	3347.15	902.15
SA02939	10/04/2026	S02	C0233	E097	P053	2	10	206.12	20.12
SA02940	31/08/2025	S03	C0012	E023	P057	1	20	311.51	97.51
SA02941	3/01/2026	S08	C0268	E148	P061	2	15	357.41	57.41
SA02942	25/01/2026	S01	C0155	E021	P078	5	5	3519.27	1234.27
SA02943	13/01/2026	S03	C0038	E119	P096	5	0	3531.85	1341.85
SA02944	7/06/2026	S06	C0061	E118	P083	3	10	1565.32	443.32
SA02945	25/10/2025	S02	C0071	E125	P083	4	15	1971.15	475.15
SA02946	9/07/2025	S02	C0050	E139	P051	3	15	768.72	63.72
SA02947	15/10/2025	S02	C0207	E036	P071	5	5	3634.56	1274.56
SA02948	1/07/2025	S03	C0073	E123	P098	4	10	808.42	232.42
SA02949	18/03/2025	S08	C0028	E068	P091	3	20	1019.9	233.9
SA02950	16/05/2025	S02	C0178	E076	P060	3	10	235.6	76.6
SA02951	16/02/2025	S06	C0223	E130	P050	3	15	1012.53	268.53
SA02952	25/05/2025	S03	C0188	E128	P071	2	0	1530.34	586.34
SA02953	19/01/2025	S01	C0033	E103	P037	1	20	728.72	250.72
SA02954	24/02/2026	S05	C0028	E118	P015	2	10	112	30
SA02955	20/05/2025	S05	C0241	E046	P068	2	5	641.84	247.84
SA02956	2/12/2025	S05	C0003	E015	P016	5	5	191.28	61.28
